"i","lambda.1","mu.1","lambda.2","mu.2","p"
1,2.17963638042566,0.536622547877461,1.10868434866425,0.0925844478126605,123.201825926566
2,1.96218800441823,0.0325435218441232,1.45144245568663,0.972663385398518,122.188608729239
3,2.07551541842516,0.0454602944103523,1.37369484095834,0.627515088377258,123.150368752386
4,2.15692647387296,0.00399152006440913,1.52238933413755,0.980451960347404,122.283507218363
5,1.97812938456561,0.646796807766834,1.55348007169087,0.454207296138216,121.059141349432
6,2.82583097443229,0.382289693242001,1.0767481392948,0.331256204977782,121.843421131752
7,2.28215370755887,0.141790471688442,1.60306871421635,0.465252280549485,122.912838258209
8,2.70257044034323,0.473211673216471,1.39391210346948,0.527097085589046,121.670239539398
9,2.09524978944345,0.193570495072193,1.74583445908502,0.587645454433854,122.438082149108
10,2.22202370213589,0.0185102963328489,1.45027966601774,0.403214586644101,123.564765373918
11,1.85199926288577,0.399696839740815,1.33654419535306,0.422007239735972,121.997788411971
12,1.77179375239892,0.211047512996978,1.49048098386266,0.0980718598296617,122.843739303484
13,2.65486530103034,0.156877782870005,0.59283800867852,0.127323176452263,121.824203973372
14,2.19259868534526,0.39162457001173,1.39679737226106,0.349357611680071,122.847533877279
15,2.12010680474585,0.18841051597919,1.38009558466729,0.552613977734697,122.961771070122
16,1.9918232462859,0.0899040629777067,0.873286342644135,0.6215509003463,122.098732880208
17,2.13865786686318,0.204960103875687,0.735350268078039,0.484081910877803,121.819632519667
18,2.05946480904484,0.31550577650738,1.40308919611853,1.0190050012319,121.205816701125
19,2.01859259507863,0.0881577949088228,1.71722085480579,1.04209648159883,121.927661689711
20,2.14844433339178,0.0792702726684448,1.15898286963348,0.743714029851901,122.500012242118
21,2.28730033186595,0.0970376683023878,1.86479131954257,0.0603221293522463,122.512955868607
22,1.94432392882439,0.326452614011535,1.42967648592312,0.227194744620464,122.875313941288
23,2.47729125528852,0.109399510253446,1.63544090269134,0.120410829850793,122.864042881521
24,2.13478903934149,0.181210948233463,0.762459824676629,0.139812058991707,123.601931227319
25,2.52958336491859,1.19016154049935,1.42755372680258,0.0182498395828759,121.036119121996
26,3.02593608662276,1.37596760069377,1.53628098189365,0.131258292589627,120.060475929985
27,3.28480035712267,1.16569590972162,1.55550662297756,0.282106778121011,119.524776650179
28,1.93691445955331,0.29000319422614,1.61242816278246,0.383702510120074,122.417222554988
29,2.30594139409507,0.228253315969794,2.33608375754411,0.889002115223284,120.625144044588
30,2.0291805950764,0.396922597204426,1.53810287671367,0.184666470425156,122.631377868071
31,2.27131345228548,0.410440442468477,0.945432474526751,0.0353165370966042,123.767337114133
32,2.24070430980785,0.223622759538106,0.781221940269274,0.040225656586339,123.936605749571
33,2.88466338476422,0.432492772136678,1.47503489087666,0.264676110138719,121.505446908077
34,2.84320167557592,0.199218832516346,0.964215419668285,0.559322474650428,120.766661854065
35,2.35048876673239,0.440595280987127,1.43700120767676,0.20953856731956,122.893758870738
36,2.58498227918311,0.519331441038378,2.04245740059335,1.65668096128821,119.074185101166
37,2.45179954930404,0.551729512425283,2.28352546971794,0.365141763268338,119.844833467962
38,1.97174420454735,0.410619308069261,2.24728266829079,1.79168153869051,118.9477480197
39,2.01679843589859,0.313146622485209,2.55830555462199,0.891242363002429,119.617769696527
40,1.90437910536034,0.469437178176367,2.07489211014366,0.935161895533574,120.011620715747
41,2.18669455475369,0.201372514864345,1.91771805360807,1.33541788998668,120.931458893524
42,2.31726495619128,0.238001494891238,2.16575237205146,0.772246622119563,121.104931225344
43,1.86017241336135,0.0562558914136612,1.25869420878483,0.272065591063765,123.815059500963
44,1.90417676358679,0.347790157001034,1.37966854509326,0.545973197295455,122.086412284565
45,2.26457718711076,0.893413677400426,1.25370980584888,0.186218018785252,121.733040663093
46,2.24218765381445,1.07682357592433,0.877174187427256,0.0965682709350258,121.086406114272
47,2.13830178578571,0.246264344138784,1.12855609233851,0.0387569175835178,124.185109869419
48,2.14291118256003,0.0300888020209843,1.04671331117755,0.277946623476335,124.057131462416
49,2.36539708742127,0.0516325393611842,1.60999164034041,0.216929542960333,123.206987840239
50,2.29007136689686,0.00700379381157434,1.71213376151757,1.02070367329247,121.983771557072
51,1.89369647498895,0.0363720317700253,2.82483645507494,1.38289354618132,119.650406671283
52,1.92973114071135,0.0964532512730664,1.21658490395533,0.530245770832748,123.116826154781
53,1.96583406823408,1.08872987914832,1.28033708191836,0.392541017502342,119.15797701526
54,2.88054633192439,0.487415640564344,1.37866026820865,0.0342828174858487,122.033731085899
55,1.74169477050379,0.492030090036745,1.30396769488015,0.159770064786786,121.610824048826
56,1.76021872529015,0.0539543756438903,1.43618096540466,0.0676061727841502,123.639378392947
57,1.80780579893105,0.0632687187727859,0.996303598245311,0.207672760688798,123.807728663621
58,2.03598142641783,0.063803894950686,1.23648050980427,0.15654932461954,124.295342570472
59,1.78334254125168,0.14865338487768,0.990683263412382,0.199617883386784,123.405819985903
60,2.61694203315804,0.0576022208770676,0.960435428202789,0.0215354734988754,123.659428386241
61,1.5462855277214,0.186619536082641,0.969090854295235,0.104414693560155,122.277565783118
62,2.34746695275919,0.230099301393097,1.04001868754875,0.0631455935073412,124.072856096717
63,2.30731837927399,0.137595676555779,1.24993878541299,0.272554011872379,123.693193139338
64,1.86444243892131,0.246279094811011,1.37527022127778,0.481052109926582,122.536765791169
65,2.38399611994194,0.0340290779323192,1.34400383633797,0.825897252838699,122.195750347683
66,1.91455768762192,0.0656895856817617,1.61062528632351,0.316509548062166,123.265998879725
67,2.36412998969702,0.700089204654121,1.21150118111868,0.116866559223634,122.704171925821
68,2.00597275019193,0.0593056486732769,1.05146699561042,0.359319087429803,123.719325248969
69,1.88471764771724,0.0643856048501312,1.06991557860051,0.443797799869753,123.282399718072
70,2.37858559145403,0.154407934446868,1.16450587480188,0.600341483939072,122.577417552651
71,2.06469332124849,0.202109352519839,1.89815397152536,0.784946010551807,121.861275335229
72,2.36792649788127,0.250266344714379,2.04436661451448,1.22773722367511,120.783176117837
73,2.02622656073232,0.304373745442935,1.33652284456741,0.597610646219158,122.408564117447
74,2.15524828118083,0.879915152378037,1.03284653084677,0.342382367963573,121.061346989796
75,2.43202787100111,0.905791997838187,1.29060643803173,0.42684173628893,121.326292847691
76,2.73490589268279,0.473424626831556,1.26550237609849,0.289393036914143,122.211970765312
77,1.88442627733712,0.413466540392995,1.28744020134986,1.07368367240005,120.021594423618
78,2.44283258283649,0.239388520559304,1.69722694134184,0.52228926989203,122.221907100928
79,2.11076463679456,0.262109931495148,1.65889466117446,0.922385003410597,121.766743103899
80,2.21052365916991,0.270164695419724,1.64291703811691,0.869149727676082,121.891046326167
81,1.64502961711702,0.270422572378957,1.38042984531571,0.0801585607717314,122.208363961507
82,2.55952650692058,0.0691668854356598,1.31308438690133,0.123010697845009,123.395700792717
83,2.53204844595609,0.0689188611636162,1.75009850570178,0.0360825720915381,122.391996562956
84,2.95793088452635,1.09851886353364,1.53383608403793,1.17594993333744,118.490924447534
85,2.75604325022293,0.671704910385155,2.38418569592005,0.17721340064358,118.518172731437
86,2.83076791504142,0.509052797920318,1.43120369549553,0.0449342366342857,122.057505398635
87,2.49185422346206,0.380499830837503,1.50647401650614,0.0407325445862675,122.896401629637
88,2.42693075816357,0.427960585717175,1.67412613997414,0.883198285372821,121.328114244832
