"i","lambda.1","mu.1","lambda.2","mu.2","p"
1,3.03263301899053,0.941585353582193,2.8140918640869,0.448797610695403,137.136564203203
2,3.1990850477612,0.757752794139738,2.91405062568854,0.574963103505199,136.975202063462
3,2.90579712313533,0.111273074811898,3.19714251396144,0.75479549632712,137.625571682409
4,2.73683689520072,0.114133023945127,2.67913876138582,0.699998131103467,138.038898398424
5,3.30525020765231,1.73940117477714,2.58669924865152,1.20755229091626,134.607282669546
6,3.08478983049457,0.501041950457885,4.2715044294833,0.842808526047091,135.852548947779
7,2.31234152219127,0.475014019166412,2.59420669798406,1.04069505708684,136.768539670159
8,2.50041799089198,0.0777923253394721,4.19067817720411,1.81187703391849,136.771267992859
9,1.99267882003095,0.0601528684778487,4.07465110092624,0.553387565691714,136.605415089423
10,2.41188053293173,0.0309743723962094,3.73809487836568,1.14828218134063,137.600420687612
11,2.53942649636458,0.39261475260571,3.07908616100832,0.00146617511733809,138.261503153059
12,2.78202363647065,0.379518973943429,2.20880902421793,0.287099424691312,138.032708566458
13,2.91042376817861,0.141863346631379,2.13088658847489,0.298469577438244,137.917674672754
14,1.81907122532956,0.994880147102472,3.32275539707195,0.0505059009311868,133.07661163278
15,3.87764005001515,1.65983656226464,3.15712853421074,2.82002566776728,131.84077184563
16,3.78671726087619,0.967247270612182,5.49674378888665,2.68891201513449,132.105406923379
17,2.74590099496557,0.232093275345418,4.57306654716292,0.7024565558246,136.024663448893
18,3.00100604217556,0.637333120657415,3.77176343571503,0.714167124586985,136.618826717538
19,2.45791641565379,0.112554689604044,2.41365661298022,0.650908670727842,138.147153072827
20,2.60886659937685,0.394093300553518,3.0978624889656,1.01126109545467,137.458787759532
21,2.43042044588908,0.500623200198535,2.85626474190339,0.390385281459527,137.811320738786
22,2.78456737682548,0.596514797101861,2.81935037409771,0.912749102817573,137.208572743115
23,2.66737947411497,0.387895671578422,3.32227973728213,0.0109900018960966,137.981421437974
24,2.64546726109474,0.336459618809891,2.33211505540145,0.322586722045301,138.222233264602
25,2.47101903742607,0.786519524093063,2.90719768309132,0.098242848845152,137.390708104364
26,2.36155143668759,0.697742422907484,2.45136389122527,0.199307826794562,137.402771746178
27,2.55160147971146,0.25135258994523,3.58619348204002,1.56379198862114,137.028087188924
28,2.21809643243675,0.00362559284466149,4.72784361852863,1.66883149203103,136.218822124439
29,3.14935838840898,0.402658140834051,3.99509997512281,1.41535954711319,135.958443193561
30,2.22877758228935,0.329062944732964,4.5505652041042,2.54153120862279,135.30240210605
31,2.00018704031699,0.323959926795663,4.57073234739272,2.60505463225935,134.547469230317
32,2.75766990540369,0.419697398313764,2.86965533009923,1.46316210870609,136.698270426403
33,2.31240552931987,0.433883673988677,2.53810600088918,0.9733136794799,136.93341816562
34,3.14896675597417,0.537142699131133,3.7376602861224,0.621843152884759,136.51114137196
35,3.17189586189545,0.770968538326832,3.7671939803085,0.612299915347753,136.291336439786
36,3.27131894315279,1.06357680506128,2.03135176767318,0.840299669219137,135.447422332816
37,2.6292206129743,0.0329124344926783,1.9345432753648,0.160934988751691,138.410942979751
38,3.09992580098484,1.37973015505231,2.24939627474802,0.101522570366443,136.718517274664
39,3.58533974465537,1.20726336130661,2.10834563373638,0.259392694892041,136.052542056992
40,3.25022707242918,0.214756585790912,3.33500719260561,0.353408112206691,136.840986722909
41,3.4243677617434,0.88925253921091,2.72607797864113,1.40552520951643,135.263268718715
42,3.50599981052232,0.261339493804481,4.13193685113418,1.68384003589169,134.510891794378
43,2.58848170197253,0.335402645359823,4.08527355839077,0.168638660555368,136.801563672435
44,2.597665652049,0.469958856386718,3.60227895724613,0.863536899835702,137.178947420277
45,2.97277743835067,0.321204742654536,1.8355386561424,1.02668700936681,135.539486166155
46,2.45066555646508,0.369887110434849,1.87904169638942,0.0847732198386209,137.97639082626
47,2.13141691531445,0.312132515636534,2.57264718610104,0.59253915305803,137.421492799336
48,3.02486130318562,1.22011814035273,2.97766838244867,0.601831613221413,136.497958346057
49,3.76048478602637,1.04151171672147,1.77238409811683,0.0239446017711527,135.504404463
50,2.34869999485903,0.94574060229063,2.66737653789706,0.602079753760556,136.152779006854
51,3.02557890346238,0.406522802091977,2.49252895980153,1.01818764255702,136.741509201213
52,2.13539689316614,0.0550007222023374,2.35943932661988,2.05516625247237,134.996480057752
53,2.69316651327513,0.680474694777209,3.08425068217216,1.7410137301812,136.023195573182
54,2.28256954379168,0.222033255787171,3.02682848719727,1.35872965332935,137.123396908569
55,1.99096075492936,0.231966747205711,4.51052868143122,0.978281122016851,135.363060805684
56,2.49646971005568,0.301770627319195,4.64315104103893,2.67844454994745,135.555206982912
57,2.8397695474688,0.960246307983276,5.26470526915999,1.11328540379307,133.686214823483
58,3.01070399123188,0.0897103239871527,4.87693505076648,1.30915696994974,135.180967791911
59,2.05751669492528,0.0879570220147851,2.42359846251095,1.13323711779792,136.836918328483
60,2.12711561228072,0.118331793967378,2.65413384332036,0.824173837020165,137.657476343863
61,2.41264220279717,0.021524775334977,2.58272630199773,0.714396976743684,138.310235651593
62,2.03594481556612,0.043575328011786,3.19684217454041,0.251081935764382,138.037105356333
63,3.25225396529375,0.198246744776965,2.29220012697487,0.38863007088445,137.007055833086
64,3.07288468184159,0.786332066782009,2.75084017736232,0.257016770798357,137.493803459363
65,3.36714216112395,0.741916885252869,2.68298073291789,0.358464281248695,136.88883236694
66,2.51870028529698,0.0231785873733331,2.73947619942595,0.612192835992379,138.470833984218
67,2.1452461713057,0.757197858833016,3.44497713255084,0.19493480702283,135.897239896137
68,2.69448637728593,0.209280923607436,2.85989598743174,0.252891307865353,138.473563714291
69,2.35635666904504,0.32703421655511,3.05369765093443,0.576463897091809,137.859591289785
70,2.40270756382113,0.555731438781093,2.18544474470345,0.269188163074329,137.595776111128
71,2.94162277550256,0.687529730336401,3.26678981843885,0.633642792857757,137.164924810206
72,3.39578210218133,0.636587324161165,3.86179251133251,0.807166075915815,135.672970427035
73,2.65529384509396,0.182647302565038,3.49371954677074,1.09565254681347,137.515261014881
74,2.86691573618988,0.442791191403341,3.04096219516678,0.393203004027658,137.836245891483
75,2.82890745619323,0.542234644286868,2.07347974957263,0.52290272937454,137.209352884548
76,3.33314291160622,0.640421096603079,2.1405309063425,0.74206945663688,135.984147366016
77,2.41175724957327,0.420147615680399,2.81285195286326,1.88646001693746,135.82633051478
78,2.77823521848981,0.436242872959462,4.84678869213719,1.9353047956831,135.417749405275
79,1.76360459367397,0.0794649891729382,3.50848798998783,1.91618929788399,135.182960890016
80,2.71330796737546,0.958859277771082,3.46503420205617,2.18086806164559,135.022648051411
81,3.50356589305543,1.0152813227314,3.47148028895186,0.0604518240323907,136.042310968207
82,2.8173294681556,0.553449617571279,3.00031600267537,0.324966254543677,137.829767868856
83,2.42903152718944,1.15838263223549,2.35874803840892,0.238318177188315,136.072827864579
84,2.822380062436,1.21376305481006,1.7663701173485,0.198427037936338,136.026037556626
85,2.83215958847973,1.23191381229938,3.97991047595584,0.669308476485552,135.368349074181
86,3.15285375025673,0.0593463030859134,3.74645282194895,0.554459718444539,136.546708442246
87,2.04871943052267,0.247045428714573,3.57933844682851,0.665941541374892,136.891469637318
88,2.01037495296716,0.095637806106388,5.12465170049616,0.107752671448679,134.038570434276
89,3.15468962889668,0.835004440909863,3.2356076215442,0.228201819822236,137.0379420624
90,3.32742195022329,0.232468377232976,2.91820122240008,0.0841867205320392,137.120343556604
91,1.8080865626005,0.364049942321303,2.51442764828893,0.275012735158306,136.197468576222
92,1.74897423634873,0.162380785498906,2.57205310336771,0.237361848315358,136.694674311425
93,2.20196435336396,0.134514686560472,2.72099299986289,0.280174841814503,138.449264484847
94,2.24346207684301,0.357867701480829,2.12891134923335,0.505384613862484,137.312615657516
95,2.54342001973338,0.493378047105971,2.38962840963104,0.359047954313879,137.925110678826
96,2.39387577290074,0.018066247746265,3.2661323612448,0.0276039659145131,138.635614913612
97,2.26693625685825,0.0984737680683883,2.40075163664806,0.684183377335966,137.984671631816
98,1.96460977361784,0.139660464223796,2.69202050981732,0.775500674477147,137.184991163625
99,2.81804963631193,0.973763789831395,2.96991381217399,0.334053790741183,137.146554766346
100,2.77091111200129,0.255810636006015,2.0755322403588,0.21924883372406,138.136328120622
101,2.46696642307058,0.105339257422656,3.15074426937998,0.032591015833523,138.637888224117
102,2.64708577797828,0.449250744068789,2.91600311254436,0.443309283077008,137.980511846572
103,2.85202967553533,0.0765648175925047,3.61800870770191,1.33175211287923,137.066793106614
104,2.86713694764346,0.0136246929587206,3.62057005373091,0.268775627901055,137.57430635093
105,2.68537529705687,0.134827866548926,1.87081392316384,0.0499158313092625,138.347205577335
106,2.71949290194186,0.83489154885008,3.27398987360695,1.79918209785101,135.747669221491
107,3.38393431894313,0.184888023621401,3.5303181529063,0.608320311153103,136.036083356335
108,2.62373115343826,0.970580689391238,1.98390056008761,0.834989084042998,135.501243731163
109,2.6149001076471,0.800972531524165,4.09913649080915,1.6971384735547,135.630523125223
110,3.19250727104813,0.957056388616118,4.10454083000856,0.895487556259754,135.577841812047
111,2.68892386012448,0.601097963999323,3.79864705198468,0.756770073602288,136.8010192593
112,2.95355049302853,1.35454839301529,2.2963487927285,1.8444523846341,133.407404254336
113,3.28166204858736,0.397882610490814,3.03003614683076,1.68026906373545,135.50684774629
114,2.60187905551525,0.171559670019916,3.03638638285897,2.41438501229014,135.608057044247
115,2.59753925095598,0.014200104523103,4.32948054789295,1.38676693110705,136.817943930507
