"i","lambda.1","mu.1","lambda.2","mu.2","p"
1,2.09559049012325,0.965683184024906,4.31075250997783,0.529137611015874,128.270702692747
2,2.61685794293307,0.837120745140833,3.24235015856907,0.290249235321052,131.55165435277
3,2.65095668491224,0.258343936473731,2.14719501682801,0.229199252251789,132.869066201486
4,2.03819316596851,0.312052044707988,2.78171953563439,0.81522014956695,132.276004297265
5,2.20231751059587,0.315543097912631,2.78504124465162,0.613400107928251,132.740292968429
6,2.00590861549759,0.149489727759265,1.8723698381694,0.240301869971786,133.011646815859
7,2.8883090067682,0.735747640355263,2.10525119777928,0.751377308403618,130.919494291174
8,2.54467743658705,0.0971679167181481,4.68089339902768,2.15453496751171,130.118831575356
9,1.66495933392731,0.0270475041726153,3.748568400876,0.213876322574856,131.306564382027
10,1.93863353240041,0.284460028101484,1.15689855072869,0.684508076112571,128.457587309343
11,2.39731824820599,0.110078643391412,2.76159205582458,0.374987460315801,133.32941756262
12,1.97757416502032,0.353114977712797,2.23965247566605,0.508243313680839,132.262318975771
13,3.13967731935018,0.245109970329474,2.94967470319128,0.981775537886957,130.295710540621
14,1.67573417087666,0.264788601830336,3.47461632535758,0.892031826568625,130.600150705413
15,2.53518922286223,0.0471386238887621,2.18259408426538,0.952928947429788,131.974964088509
16,1.79027375597775,0.238302912882817,2.26406715976436,0.418632176709193,132.190393328001
17,2.25927326428021,0.486345603659922,2.96246803822549,0.849152325697528,132.042844438998
18,2.87579933637103,0.492931977106191,2.64565936034129,0.67235519029423,131.676120021527
19,2.1893563576848,0.404842737713359,3.20103652561505,0.436901298706518,132.353196720545
20,1.87725134357564,0.915886649631462,3.36508547016718,0.045529208821094,129.239104398101
21,2.72122579208567,0.251244051686764,1.87492180563523,0.0157156126868499,132.803171100997
22,2.48230320527394,0.0334094627739886,3.26929420663019,3.08674807872913,129.148955717285
23,2.3535183226317,0.143019329527447,4.62128178592436,5.55192901164078,125.674356663885
24,2.33119128599716,0.120839633613105,6.43731986287934,4.1679119545131,127.827730807231
25,2.2619936435651,0.0986487188720994,6.7453876782094,2.84775604686847,126.967717347137
26,1.97224512838887,0.225266752416205,3.98502167401006,2.61375240516218,130.074755768476
27,1.7420551689534,0.0296565610577672,4.05051646546883,0.646589341648391,131.072370701235
28,2.9019806843474,0.995706696068197,3.57690567298759,1.51848453025255,129.905300135691
29,2.57520113200863,0.144445957276258,2.66476114881655,1.10469357330321,132.018254050441
30,2.25797901860872,0.0940558782649019,2.78231043098165,0.563507068934908,133.269032992027
31,2.37174834557222,0.0514381645375794,2.30275163190437,0.569522006134367,133.138165205906
32,1.61090836998263,0.0433617214951472,1.59544119335733,0.401437498207349,130.957985860412
33,2.52830737458928,0.137120783036885,3.24477809236316,0.718966394185919,132.435381271761
34,2.67057996443663,0.900565037416587,3.06469835619769,1.35319794014323,130.584838685678
35,2.55301517720231,0.932526211313211,3.721982020252,1.05374560053678,130.363440002267
36,2.98083955541272,0.643217735692774,1.78711241971187,0.789574715391643,130.001908886785
37,2.20578123210175,0.695609342219788,3.63138204711805,1.41457135083693,130.452537525749
38,2.88205338810892,0.12475318790146,2.4900523725548,1.08784835219256,130.996114644246
39,2.11000642370183,0.478303524517221,4.04021958656331,0.876012837998087,130.661223466024
40,2.41941601106523,0.175810454452906,3.95501094343248,1.37028700890754,131.434449748657
41,2.03860393398057,0.439678987307761,3.03611114815743,0.773534386872874,131.844655276517
42,2.25528625389398,0.81257020312674,2.55571669312445,0.787866496806551,131.161919237937
43,2.49398348167813,0.135702512633333,2.3843720005456,1.18409987541139,131.797012596057
44,2.04137555574245,0.166816354485985,2.10710861467574,0.150624842823347,133.46656256028
