"i","lambda.1","mu.1","lambda.2","mu.2","p"
1,1.70289704566594,0.784281477929952,2.6601912158847,0.807479108803295,126.625916743218
2,1.67776421965512,0.436359590724309,2.5462363966981,0.0109584591648834,129.190546689348
3,3.0823162011977,0.53342151382392,1.69929625645121,0.00901729607765167,128.926602473278
4,3.0875483211606,1.1640573463006,2.29823634921997,0.0345721904181665,128.854096602785
5,3.12897866253719,1.09701792487588,1.96045469637811,0.5567365777463,127.799584734623
6,2.07909569893345,0.855386646854694,1.68079938198245,0.213190082657103,128.550259809543
7,2.93195923993555,0.399444002833862,2.4525738551301,0.336928782554699,129.351991523871
8,1.87983297388222,0.288239851547419,2.14555773493363,0.151245226187609,130.711506453562
9,2.68709155989096,0.0628149027911625,3.30406357179606,0.772965721323127,129.183520422325
10,2.10571808861679,0.206707742353924,2.2153213139776,0.643014165314795,130.576963794724
11,2.04008646646201,0.456998534217897,3.05330695400714,3.28727316120419,125.065201160359
12,3.2487685240912,0.898069946407429,5.38575486657713,2.56337846100444,123.441240976259
13,2.19447699041351,0.756640794500831,3.02185934248327,2.85825911174154,125.391737454774
14,2.70584372835556,1.406935879462,4.92134414518135,2.49672985743282,124.256169464713
15,3.33286261070462,0.168208090016387,3.96280240911667,1.51106716110706,124.91289389093
16,2.25647915382157,0.70040620103314,2.65461980169895,0.270067776849645,129.802261562756
17,1.94620189398686,0.449682813238694,2.60417108282675,0.0257331714114905,130.251934176881
18,2.20407894384287,0.88110888694808,2.2250012961033,0.0024918295056069,129.62800362664
19,2.7639972113353,0.096922236096646,2.17816226921767,0.276249559313839,130.090124606059
20,2.76449385715651,0.245262865089502,1.44570766235193,0.122378964835201,129.265230911845
21,2.3077328724059,0.133060668109045,1.91529996484179,0.134522237038389,131.340735623762
22,1.99963616075276,0.250766324156883,2.7592948516253,0.222112208904358,130.736370209876
23,2.28533060711332,0.255380812103856,2.01554477423219,0.77276154603459,129.978377709062
24,2.28667746541723,0.321167131672174,3.0418833292454,0.35311825658299,130.296723114121
25,1.50717303738574,0.0258296033203651,2.50575087011843,0.363172627131802,129.772802378307
26,1.478045703549,0.0131912098466551,2.51202374263772,0.797166046773693,129.057712145594
27,2.89139586482481,0.549854047956193,2.71708879111218,0.628183695319794,128.997831592006
28,2.62602898333493,0.289554864109005,2.57545896397861,0.0676134060122595,130.572414777825
29,1.85927491178023,0.00036071004580209,1.95030151390174,0.17420443658772,131.48932933649
30,1.79441476889274,0.102650418061268,2.45822026536344,1.18345363930501,129.544252480343
31,2.52355576637455,0.0314962999563931,2.18121863666526,0.593219384830378,130.395488622396
32,2.32126856726619,0.35943119913012,1.84547103495248,0.123095421379173,130.861876649931
33,1.58442944920723,0.076579074758254,3.5930278278172,0.685946760407408,128.527521813722
34,2.65843133439445,0.112203806718657,1.84386313139388,1.45220928874661,127.229585479722
35,2.37852330909774,0.0472326047291664,3.5736690632275,1.93108394147287,128.913939124661
36,2.63934844211171,0.367717480611303,3.232275572241,2.95911444017969,126.170025225119
37,2.50316509221092,0.134993681648058,3.2187208235595,3.27087106498451,125.969638223519
38,2.10569971899335,0.164553591282671,4.71688905505783,2.91782831242236,127.328835780139
39,1.45531698283504,0.422409230812716,5.00405859391175,1.82006166820292,123.133752304894
40,2.86642939422771,1.02642636588519,5.43642611288178,1.27695825672094,123.368985754565
41,2.13842570786366,0.233022464247526,6.40616097234947,2.6852710006787,124.169271393182
42,2.40337391342984,0.23892634469831,2.94672182748423,2.73421238295953,126.878495435185
43,1.98960708651545,0.311504480664378,4.36396071357739,3.89495519619323,125.721451846018
44,1.9851573228271,0.538795617092328,4.30818832247391,2.38831236036219,126.666328939492
45,2.14791125819172,0.0659246592636865,4.22478275371825,3.08767447333211,127.646736840004
46,3.62338775485039,2.44097419334603,3.71548737005516,0.733553359975918,123.86763835167
47,3.53720656458653,2.11552804805321,2.38490130318485,0.534366410010417,126.076908177409
48,3.28353725891037,1.23693744847849,1.75187303441272,0.121894759202804,127.895945838919
49,2.2659300384915,1.0093048770139,1.72424198367111,0.994550981012178,126.610751977816
50,2.95900755923827,1.12460050703275,2.76105327133496,0.320970227048485,128.533044374055
51,3.33727117894847,0.975050659230002,2.36813169617935,0.302158308184002,127.889177444494
52,2.07515785118547,0.684283301583216,2.24672248026484,0.33438443167965,129.555686398516
53,3.13151067977121,0.6573607085188,2.40719113088523,0.368385235554715,128.565644943528
54,2.75539711845953,0.888300294321087,2.8623655027613,1.01531470599464,128.4222674955
55,2.96040831367001,0.117752530829654,3.09266224956812,0.0184425957530134,128.662814351826
56,1.46244365516264,0.155444987119752,3.15576091250461,1.93028587860384,126.631552406547
57,2.44353364166702,0.24625639303021,4.57951402473272,2.08027200517125,127.438436182797
58,2.2668704863706,0.228973387245768,3.27453379409122,2.43524540906656,128.024036846244
59,2.12967743282495,0.0989626159911576,4.23817969124396,1.97582488453728,128.482644553997
