"i","lambda.1","mu.1","lambda.2","mu.2","p"
1,1.45882910879767,0.108350988172866,1.38317484423657,0.286698318172602,136.923024219637
2,3.92186936161758,1.46512668356901,2.28302577547771,0.654114005950195,144.557271858667
3,4.01024041460261,1.46607694905329,4.39002489818502,1.43597316126922,144.646940731476
4,3.95152795535902,0.476666479641726,3.94047798472553,1.48709098212363,144.825581082446
5,2.21859287190062,0.0978369375708015,3.40818680392189,2.7365651151857,142.907547825509
6,3.33318229729503,0.828243767946833,5.57664464057031,2.8140993603471,143.927274905257
7,3.08182233507284,0.686661678871316,6.38275390498569,3.55741700035137,143.078452736705
8,3.22033786783526,0.726342413582087,6.39755812734871,3.88588537908145,142.927635893115
9,4.09837824784815,0.630238411026991,4.93234364828566,0.584896340306037,143.947135193986
10,4.14819435179275,2.32852523911812,6.11721931596868,3.5135651129558,141.620459808609
11,4.04336779919848,2.57305891586506,5.31994405345154,1.36359943416347,142.603352480301
12,4.53802777855897,1.72346536687566,4.20516348288052,1.96812839677803,143.432106442288
13,3.63580798123875,1.23195740493987,5.96881126754307,2.51885174882664,143.175599513174
14,3.62262355022467,1.67374282874421,4.25332024297384,1.81946549320625,144.431037483491
15,3.91776756965728,0.028495330194328,3.84870542888729,0.251833681057455,145.531254305836
16,3.17920323664367,0.147198367649734,1.97363565118203,0.379363308800732,145.544732065177
17,3.17939212867498,0.0407241698057513,3.21273357589683,0.580909281756127,147.085395998349
18,2.61444064548956,0.0149373324289276,3.5265876274504,0.343628827068028,147.316168964696
19,2.54149184605526,0.129927759036189,3.49147961711643,0.768325746606894,146.705648358025
20,3.02885899171997,0.00164401035246267,3.04909641107597,0.817502452958639,146.857660298927
21,3.00439041384016,0.407819004861917,4.77959607629031,2.59333010433515,144.86504916116
22,3.23876127998758,0.619874389639742,2.75644348825989,1.91236187447005,143.950470512923
23,3.00567731534984,0.248773667430271,5.04852035217789,1.25119897716202,145.421298974409
24,3.07999710871589,0.463568241011027,5.23763312013039,0.702274665919209,144.877412889127
25,3.01522415405027,0.279447168974785,2.13794375996876,0.597829749097869,145.563803269425
26,2.96995083983293,0.0432574447682962,5.27461263318673,2.71531358766132,144.860015295403
27,2.47630730514498,0.101719147904906,5.18699290678953,0.940396073761687,144.929087357061
28,2.93829061327995,0.194128226839409,2.56430703989921,0.399288126154603,146.901823844577
29,3.0009977092457,0.896112209590845,2.55702742718079,0.362396518483066,146.181298601718
30,2.99458946087299,0.579973396215222,4.03046397500244,0.0371009495983015,146.625188642461
31,2.83454696764916,0.0601846540780165,4.28315516624873,0.366939545210718,146.70289994359
32,2.96892868403381,0.0499220558433191,4.2006253589569,0.525620215051026,146.762715966643
33,3.10596989837079,0.0518150779691613,3.5580884208763,0.628556315451072,147.086651351859
34,3.17711874263675,0.334107998317347,3.00147773454137,0.924634989102699,146.402455256007
35,2.71186144366243,0.300599210036908,3.93668501941548,0.552900771793116,146.65569308203
36,2.43881315611402,0.194121829117501,3.27114119549022,0.344781263727843,146.823431962806
