"i","lambda.1","mu.1","lambda.2","mu.2","p"
1,2.06737112049013,0.0506152649731954,1.28511176793836,1.00002203741909,131.045018193389
2,2.34033979848027,0.85467203587885,1.32195822689682,0.996862111649825,129.679691782268
3,3.26744036267046,2.04799363174095,2.79895854128991,1.93621683489939,126.330501899128
4,3.840986425621,1.55331787186294,1.31763884667307,2.29403674417586,124.754210300948
5,2.55411321812359,0.508343276313834,2.2818134685047,0.477738479297082,129.930843725818
6,2.6309852996427,0.375837593991679,2.54077112318482,1.06696402974765,129.718267651654
7,3.11803388828927,0.899834714474614,1.63262905078009,2.21177288031475,127.578294053096
8,2.89112818511718,1.28544417613861,3.86531942712609,3.56527947972798,125.848775820049
9,2.71754841246226,0.86304960975671,3.70483151196968,2.97955427016867,127.028592793178
10,2.9924418148869,0.304573218565537,2.72189821396001,0.998387750413814,128.750593144723
11,3.32501483464663,0.695159458321375,0.732647276459971,0.435650428190245,130.61883296644
12,2.73198543335827,0.31222171802343,1.35853094030149,0.38672688375245,132.197000973219
13,2.82027249469472,0.158149947110487,1.52110802775692,1.37214208846049,130.409153998826
14,2.45876449548697,0.0415705384773037,1.69799810964592,1.0486067077629,131.461566949265
15,2.58433547138295,0.117017444276436,1.30187598003518,1.16297175326567,131.085044380277
16,2.38085674081987,0.164845124621486,1.72031285031676,1.01055260583686,131.312476552238
17,2.47794365444744,0.130269298188111,1.31447201534152,0.399764917263637,132.547407633021
18,2.35817439045815,0.161859234865343,1.77409627556313,1.24835598570627,130.946040976867
19,2.74514574973902,0.407474302291336,1.18960613959912,0.987545785509184,131.036215270727
20,2.77324508041667,0.330516987077834,1.12621185784206,0.0129123571799716,132.899478256511
21,2.55117190186458,0.160013796461217,1.09971268833593,0.193441498944089,132.997664021933
22,2.39524937797861,0.065148692414764,1.08616714877986,0.669594646602714,132.18274581391
23,1.96880540502781,0.476387242291768,1.46986297983654,0.051395907383896,130.353139048725
24,2.49233491203806,0.83338175572767,1.41153496948514,0.0903444135109684,131.37603852063
25,3.22577468387556,0.417007267715736,2.68556596846298,2.10945244766125,128.063024780812
26,3.39637114580494,0.461025617558836,4.95047151485901,4.23449863553332,124.504314880092
27,3.07473302802776,0.637192767835645,4.32708210067335,2.37819835950439,125.61396871333
28,2.48845374548075,0.543982469801884,2.4601894874822,0.248929307277729,129.018098395895
29,2.17056978923467,0.137456466627536,3.20722899185471,4.22537822223545,125.653385263019
30,2.27208931081662,0.925682977690059,2.54844753788762,2.83997837825091,126.0697477283
31,2.86969727406943,0.082536646810519,2.38648400008656,3.42376752297967,126.209224261449
32,2.15991847818916,0.0254473127767704,4.76242079625349,4.41902292610719,126.443767098026
33,2.03171983706964,0.0677503560632042,5.09220960196084,4.87753755783304,125.553826305401
34,2.12559623449308,0.131882986468196,5.71075744496169,4.72412168511763,125.218035047192
35,2.26778386103071,0.179467353540124,5.13052850228245,4.66507197886347,126.006921012873
36,2.45675990167621,0.225734698106016,5.41459740463155,4.85496802951161,125.867323260005
37,2.42028842594556,0.256245520846672,4.1418334950225,4.96847235792734,125.399614378297
38,2.68969926520332,0.0755769353850806,4.50816100046481,5.67637472359415,124.361312321349
39,2.93106279064051,0.135540125778005,4.79241267878073,5.26073302847284,124.994246599057
40,1.99231201722833,0.027023612855463,4.57845118225063,2.09264762650195,124.819162103131
41,3.16686743295833,0.23258994800439,4.35808826009719,1.8225922550489,124.325284278621
42,2.0985820963335,0.700468636492376,3.48556652390374,1.52491777033496,125.548175171179
43,2.51049561512738,0.681998223279864,0.980918019194848,0.466892717904378,131.610667002683
44,2.82494327100541,1.08500761883739,0.834266830095783,0.600331564225562,130.59181655978
45,3.21916244132991,0.709995722891158,1.61878583682677,1.33231141470002,129.588278143734
46,2.54762962654314,0.217174985309904,0.985180099354819,0.914407457621348,131.239810334697
47,2.39888470999978,0.384295158225082,2.53806206025159,1.36977216613064,129.601932681859
48,3.23489950416225,1.10594672613961,1.96613936789776,1.00933476114026,129.59833755787
49,2.90061361431691,0.0785666862856789,0.94170771087496,0.812865896879232,130.965420076543
50,2.8960179098238,0.46239897012276,0.643031375924819,0.792749265665998,130.078065502563
51,2.65557077029336,0.498576503929992,1.52285283466312,0.0765006115092411,131.97939402342
52,2.6780151103929,1.1598118823967,0.429873363324203,0.0581884493127611,130.582841938543
53,2.97531510375704,0.547903396222448,1.29772736420831,0.533967059808305,131.578640245156
54,2.58624186446689,0.0956684510823906,0.843487496999786,0.285727977370584,132.830204153993
55,3.90948458703499,0.191800264093011,0.835266563994573,0.232842015472297,127.827714875043
56,2.0471892925518,0.455331201947442,1.22801018543518,0.0866537313559048,131.309718753133
57,2.86722115269661,0.434348315300117,0.696577690052563,0.255541584736333,132.13858488502
