"i","lambda.1","mu.1","lambda.2","mu.2","p"
1,1.72425726894289,0.0539226533486283,2.67023205086589,2.26525987209961,118.185005867865
2,1.61222524577752,0.130575678457883,1.83191547291353,2.59363865019406,116.265312274479
3,1.69854873870499,0.167155453063128,1.88898164480925,1.85026949385608,118.066009142863
4,1.71217832178809,0.188237897679897,2.45516912827734,0.616641581842139,118.597831231035
5,1.64070861767978,0.189661266906862,0.634469306981191,0.723210259057296,118.154145067522
6,1.80552577967756,0.344818464152186,2.40942606932949,0.304583354506459,118.016021538574
7,1.92206356710956,0.00766091854123903,2.2194476590259,0.201449323759377,119.861612355311
8,1.75915848350984,0.0401867478263735,2.08728265194222,0.12674384381729,120.129950708674
9,1.85685866437947,0.100442325541864,0.844724594941364,0.479994580980574,120.341667173778
10,2.29959929629789,0.594844259277151,1.44510473744013,0.254579321580495,118.740036903291
11,1.80622055030057,0.40313835021402,0.948068103916013,1.22708486628443,117.078651869688
12,1.91703595330567,0.0786349293730793,1.64621875237208,1.07395172694745,119.823335917431
13,1.77949957085448,0.163733308922149,1.69723417527366,0.251146315190314,120.338440806603
14,1.94204582079919,0.096514175405543,0.732447096974096,0.031857297517082,121.195944606547
15,1.73719825201342,0.049530329710941,0.997024941107697,0.314635249185818,121.127266101125
16,1.73696864118474,0.0357969249878014,0.776396953373655,0.21709109115119,121.106923557163
17,2.12006123314286,0.0837977751358608,1.37011781198762,0.301753675253409,120.546787547907
18,1.6785202697306,0.0817095991463903,1.13916835127256,1.45371932222137,118.32399455108
19,1.98775146039343,0.0363903340763801,1.90560369078393,1.383801510883,119.362076909572
20,1.59862619043933,0.180802336210359,1.8468613476062,2.25205830509374,116.786415089554
21,2.00983413473377,0.00433665020785213,1.65721798022629,1.44613150749455,119.237357503242
22,1.93626661476819,0.0286492553360238,0.963791944229765,0.971871510567532,119.47798587371
23,2.12062731424021,0.114027195967606,0.783770847440487,0.383783142037453,119.957926995359
24,2.0257476875145,0.190946026172718,1.31816834209373,0.121916039102292,120.751178598491
25,1.89558952030307,0.0360723851009918,1.8841086742969,0.547710403311743,120.389922428004
26,1.38873734614859,0.025757580811511,0.857762200342282,0.601484988401236,119.060423954686
27,1.72768600192899,0.0557428321205445,1.05121148182431,0.35179231842719,121.051740685311
28,1.8783921048143,0.102344868403268,0.781228440817237,0.319393671342695,120.6032274337
29,2.1195234517199,0.150069669794595,1.81716282144541,0.710351030894627,119.558807995085
30,1.955746277967,0.194117007010731,1.67574840635413,0.999048733535451,119.484932993737
31,1.90882871871395,0.178471665141848,2.01755835202409,0.585355082747118,119.640196119615
32,1.69355963667182,0.0782434424401549,1.37325527756827,0.0736872625145348,121.210688035524
33,1.53161370713057,0.0156751015982692,0.720827209627048,0.792451816357197,118.910376787226
34,1.87381660217213,0.116623127391699,2.08349143748989,0.0405016324360908,119.825556607117
35,1.79447444122514,0.141714965783629,1.20447754660042,0.0285811407038463,121.25740069655
36,2.04467743080338,0.258168350710238,0.78413298083821,0.0118591386856196,120.654272256148
37,1.88545257309077,0.0257304289945372,1.07739118517263,0.076080482440579,121.68678621271
38,1.77417633982466,0.103984321960162,1.15687658628801,0.968979044852025,119.641520421095
39,1.70258482172711,0.483141393248748,1.67364664897675,1.16047258239833,117.389879712849
40,1.70588771849496,0.285442542701347,1.16689380105005,1.38951767013488,117.555540764636
