"i","lambda.1","mu.1","lambda.2","mu.2","p"
1,3.01616364219226,0.0739666409859934,1.50391533006914,0.0895106713637991,115.212126428935
2,1.73223192074802,0.14585988012797,1.77716614687815,0.0421768557189397,121.634570044327
3,1.92253961656243,0.0695143381360637,2.53244101488963,0.724224040968777,120.942412003161
4,2.07819744171315,0.00337330975798415,1.00405949808192,0.121939156856188,122.074314894715
5,1.55919746719041,0.0161900350769564,1.45685086466838,0.169891892212237,122.128569473479
6,1.87664837410879,0.0937329919656076,1.5527137977304,0.918207358932109,121.409709366706
7,1.811576657274,0.0122901660683282,3.61693225721829,1.807538282111,120.050827516979
8,1.77993335271925,0.0247096336123188,0.940517454151996,1.77161388021053,119.790399077758
9,1.36933775538355,0.0109075443361841,3.68726992001757,1.31985150925906,118.543323978104
10,1.82478494149409,0.00151800676113851,3.30499595296569,3.19672399139089,119.731632806963
11,1.82501438826648,0.0023070546123487,3.85239816685207,1.76540966468454,119.814185179765
12,1.84876855504531,0.0748987554368673,2.60787398212124,0.266978101397868,120.90475675791
13,1.482975910905,0.041506926501538,0.834730277000926,0.255759571895062,121.464492757102
14,1.61756180245262,0.00192032868237679,1.02191625582054,0.312227725992573,122.26948690588
15,2.10233517323919,0.0547578087904959,1.88332220145967,1.65115203894115,120.273176766065
16,1.54125347118657,0.385644819257891,1.00907655865885,1.75144824543106,117.071963976228
17,1.83431738382038,0.657208227670648,3.73193922976498,2.22143515086803,116.565400723625
18,1.81353430077266,0.498870039472964,2.27502153955866,0.736371474627122,119.086653174004
19,1.93094627791848,0.169566921239391,0.81870773732662,0.359365780912186,121.41020263714
20,1.64094490506519,0.207974746333589,1.24578036689199,1.36885391815315,119.801013254315
21,1.95839931797069,0.737439194982828,2.43924359062221,1.83355622875365,117.364513994146
22,2.27284460181668,1.01878888018863,3.30736523952801,1.02414216647717,115.789459754495
23,2.48680496171415,1.04748170263374,2.29763284337241,0.975436732249534,116.682304160099
24,1.64714541665576,0.256143354092091,1.29183036815375,0.251474195872509,120.970270869788
25,2.19176935697738,0.231584436098182,1.76606651288457,0.204101994447778,120.727147508103
26,2.12737091521099,0.417865518075657,1.74005109688733,0.140777683364854,120.378507123461
27,2.16820040126164,0.00740167807379682,0.542384557891638,1.43945290944693,118.31713965173
28,1.37424532614946,0.0575023378914559,1.29466830638703,1.42624820416404,119.351219356944
29,1.94421129699163,0.0663081353986678,3.83795552751981,1.64950233787841,119.412735044647
30,1.55528399573937,0.0218560996066184,1.27900990147609,1.85142315253011,119.890386094848
31,2.00710680854805,0.0784864428293384,6.11923655844293,7.2747045272435,116.310208307714
32,2.30907894992102,0.21340141591136,4.24846231534611,4.20791186680251,116.995195232057
33,2.04909195396882,0.221103383078794,4.42233907401096,1.71884293089786,117.921278169419
34,1.96258446816187,0.136145550837961,4.66849082929548,7.13732857769458,115.157223111341
35,1.53782543958928,0.0155991304357514,4.30338360893074,7.65317786010923,113.968878527895
36,1.35549678702205,0.109388391308708,6.76881072102113,6.56335679163234,115.258537805044
37,1.53120989235882,0.134028803052666,7.09258514056848,6.4879072387564,116.186141319805
38,2.12269620848652,0.141461090142235,5.95103957067178,0.896262019270104,114.421831436056
39,1.68265391946603,0.215655141027985,5.64566734459886,5.4805284986766,116.937542173425
40,1.72953018825526,0.223806408667912,6.56229372221214,5.02881897473987,116.666564314553
41,1.75657146202891,0.00584736218851475,4.61315277364274,4.36302580095641,118.84978556268
42,1.75188799642954,0.24701759728803,4.26748536779714,2.58314944953005,118.271642370957
43,1.58819338935778,0.278700413638934,3.38924339279701,2.0189176705461,118.326239751336
44,1.90716700270192,0.0855178229886554,3.21765503134747,2.25664654526541,119.914144828374
45,1.92133462427069,0.00480325945440419,1.88554593421222,0.0215733528474707,122.075142051836
46,1.8776119003806,0.127255966751497,1.5867945934523,0.971612135157502,121.2171207103
47,1.89429898317359,0.0726121946181824,3.26461633598601,0.270417408925839,119.806164973486
48,2.03867450928702,0.0650695814910614,3.54265377867204,0.691989709539317,119.274530673323
49,1.72775850463114,0.381393037989365,3.44031871276611,1.54664241819616,118.219401672969
50,1.66233687965932,0.394339670221448,2.46878709132952,0.357865551753474,119.040054519947
51,1.72373911355889,0.383370826787274,0.562358742357985,0.198061126114879,119.873334951008
