"i","lambda.1","mu.1","lambda.2","mu.2","p"
1,2.63246387012769,0.263322931178535,4.18758434474002,1.95676232412907,123.31561230781
2,2.37140197362751,0.890494176412732,4.76575720245018,2.60402066076495,123.858458080589
3,2.06013078214601,0.325809194497923,4.94233742486685,1.11040765223798,125.899296485156
4,2.11487701153383,0.331809909517518,3.59266193192451,0.322298927968833,127.002341561968
5,2.07738879746758,0.863603693479354,1.94078726726583,0.383758387131352,124.490401865408
6,2.25791376766283,0.201150634324385,2.88603250226005,1.08734434824166,125.723932072262
7,1.98660002702382,0.412281340841073,2.78329567366744,0.592301370389561,126.783737827534
8,2.10169626532588,0.489119742314968,4.71347676895092,0.75813718734801,125.801685485492
9,1.82401912810747,0.697953194246175,4.70426096389999,0.70913830074508,125.118748316694
10,1.74109995213803,0.580678259443714,2.82105965728404,0.599522131037939,126.077158246676
11,1.34211573128123,0.0998363545341334,3.22205278212203,0.309524196020007,127.16294490546
12,1.46969099603593,0.159745080291978,3.24608952163251,1.31465546130919,126.551950779666
13,1.98905144613236,0.354401118872031,3.44677704093044,1.09792662329075,126.700074188537
14,1.72637097195257,0.553801857986989,2.20724864983929,0.935971239430426,124.792517068523
15,1.96787026159,0.486456812513991,4.81697976302818,3.46503515194067,124.520839796821
16,1.86334766359069,0.25431573960863,3.90669853743163,1.92293609283754,126.40880992083
17,1.60187490333337,0.32049257118148,4.4744547289563,1.18522685921457,126.251703896963
18,1.77591331643052,0.47354992735616,3.85195321585048,1.23185341208275,126.263846017355
19,2.03419952648538,0.283807569580048,3.92910214711442,1.15967332540743,126.679151327404
20,2.06862584743495,0.483993597995021,3.61680355819404,0.969142013194502,126.439346225686
21,1.9775646387584,0.553434015159766,4.97269547600294,0.227015148732255,125.403871641287
22,3.04795202647647,1.92860738978511,2.59760284743746,0.29552499242955,122.314586419229
23,3.1024001290075,0.360635715211477,1.92032270120465,0.530424185070089,119.505907593179
24,2.70929625483541,1.49889895094575,2.104697540016,0.0795595541386751,123.327905101875
25,2.58674024073253,0.219991056530642,3.36991670074415,1.61516261883867,123.644408842861
26,1.9494954789042,0.224617091479999,4.40241577675108,2.68954223705099,125.755541621491
27,1.65536891151997,0.151522403120077,3.28468259289869,1.91679019273208,126.33152105502
28,1.45722706639054,0.0579097918972398,4.50372536206626,1.20665705037929,126.90103534956
29,1.87942518135379,0.344891490509302,1.9329393983214,0.196881074865826,126.312787668313
30,1.95142811622782,0.445116007018098,3.94079937328126,0.71262149220209,126.706540280936
31,1.84891953249308,0.266911343864082,3.30122113394092,0.195618058429364,127.737187830677
32,1.60442935002348,0.133440159377055,4.46419154816314,0.344126609659025,127.161632697068
33,1.72398807767159,0.0891867718817115,4.40426968502353,0.52277857199967,127.42962916026
34,1.73805133625711,0.055583431657251,4.49317452843308,1.08075798593443,127.315703767211
