"i","lambda.1","mu.1","lambda.2","mu.2","p"
1,5.32640145668431,0.267433333596522,13.7956334839567,17.5158961648206,159.250069502062
2,3.6106764934697,0.128118376442477,21.6436305266863,21.7038011918408,158.850799277165
3,4.10279044278138,2.05509191287315,20.2401672503463,24.3500048800928,155.121050925567
4,5.4465153513113,0.344893363888257,26.9199230510807,22.0692632372228,157.995460083781
5,4.86262599907013,2.44009300530493,22.151848561182,10.5974203914066,157.333703891343
6,5.01875663823578,0.765357229582525,15.5973425692417,5.53013002888523,163.14479198238
7,5.92836089368241,1.97849107657356,10.2159310276113,8.74279979841912,164.697000184227
8,6.50270594823987,1.74262122750282,9.99193641257493,4.35309400097159,166.086251753558
9,6.41110920669023,1.16998451412115,5.38387250102216,3.99784027243502,165.710551962306
10,4.24161085503237,0.0490573047840542,4.59843449418878,3.88378499430964,166.678825938375
11,4.32483165926219,0.681020643533473,8.92101420574477,2.20195225206236,168.415841625713
12,4.38578056905471,1.46650068405814,6.55886693814695,2.3849631697047,168.445063078228
13,4.77403297013656,0.440315219250323,9.74306689928242,1.88985312036229,168.104295086813
14,4.55818426650167,1.1758388039131,8.0640478067195,0.108641844460254,169.107608540556
15,5.49645590275894,0.991897214844576,5.94768076946156,0.310522690444101,170.014712413917
16,4.40200594728701,0.51578295592728,6.34345083005959,0.38964294739527,170.285445778682
17,5.42790884093646,1.47644556091621,5.99565438604274,0.734608873169273,169.774326818603
18,5.02254631122733,0.321262593049303,8.15559151821476,5.62615447768987,167.223475890405
19,3.35643153451006,1.13368990065683,9.77811868031834,5.51880520989003,164.561518052307
20,4.59477805022974,1.42015868301682,8.00589254635697,3.69194440565435,167.906089588439
21,5.91885413562783,1.34688295479409,7.54244602338845,2.52685825618869,168.244679329465
22,5.58075531893946,0.746393759230952,8.92974576468055,2.40806849076936,168.026551059798
23,4.59766937495412,1.11410952385429,12.4489179596893,2.29045230994902,165.242807019848
24,4.78601491195292,1.58279313542026,11.3818184609945,3.6786826174877,166.272193218199
25,5.82911109345541,1.50491270568896,6.01933309043827,1.37855102716546,169.108015713859
