"i","lambda.1","mu.1","lambda.2","mu.2","p"
1,1.18344366294332,0.155003679360354,1.27954175807536,0.266977687420305,120.745760878029
2,1.98850859671366,0.407172555363071,1.09413124732673,0.00119970129830436,126.25239151496
3,2.36886770392303,0.463570843831077,0.470965338824318,0.00488090935474667,125.160105163294
4,2.40322652689647,0.762922422134693,1.10662125034724,0.0398617104074908,125.525476078834
5,2.06440480872989,0.265627802184918,1.0605444759829,0.161999301554841,126.621248358397
6,2.32145788039988,0.227102260574252,1.57231979770586,0.0228764390459119,126.413536068425
7,1.83215649343537,0.109219159559217,0.467229590192438,0.046559341280202,125.619042883484
8,1.93829599999799,0.0856676930319946,2.06752576562576,0.170511742475815,125.810248523372
9,2.2883375291617,0.103316847875647,1.69562228517607,0.111856741357278,126.425439612643
10,1.8539638838868,0.395800011078187,1.73692157426849,0.740171138939712,124.5204431367
11,2.34626578871602,0.185872272535004,1.58087318143808,0.162709316201332,126.328249244173
12,2.52378045089053,0.271891169844394,1.19717328934931,0.181047468174752,126.108246416398
13,2.51925542425806,0.0250902670767754,0.862763266940603,0.282666251593188,125.907555769352
14,1.9634451595738,0.0596063408443467,1.10170924321283,0.176332266362486,127.13860234665
15,2.22775526481191,0.295541875720807,1.01415993655101,0.16179778904155,126.57336308564
16,2.25925886685936,0.186605930609794,1.57229204189498,0.825157864719509,125.722607219406
17,2.73634300738549,0.785270194886617,2.19333888343536,0.0142826010627875,123.400616344412
18,2.74320412533334,0.215377999833135,2.05918482660782,0.0566861639128104,124.154008675998
19,1.79402348577486,0.147002054623469,1.11024175107014,0.00646002229855865,126.706201996055
20,2.20031412983289,0.110544599182719,0.825572771474482,0.00911937726662878,127.168804742595
21,2.11445003537437,0.108813592105825,0.842607933341289,0.68024502226196,125.586143631064
22,2.37917473794868,0.616133733119842,2.16796459866478,0.145393398064427,124.269657862873
23,1.8356048293549,0.180641270851697,0.924250391812759,0.623464589299967,125.292879223204
24,2.49486826438433,0.404859734149077,1.15083212208724,1.43936834315246,123.240017240137
25,2.10565936864795,0.0936922690942684,2.84364334025698,1.15974929204206,124.384818316501
